Format Version,1.23,Take Name,Take 2023-12-20 11.05.48 AM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-12-20 11.05.49.614 ,Total Frames in Take,2341,Total Exported Frames,2341,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"7B42B7B29F1D11EE7FE6B7EAD028679D","7B42B7B29F1D11EE7FE6B7EAD028679D","7B42B7B29F1D11EE7FE6B7EAD028679D","7B42B7B29F1D11EE7FE6B7EAD028679D","7B42B7B29F1D11EE7FE6B7EAD028679D","7B42B7B29F1D11EE7FE6B7EAD028679D","7B42B7B29F1D11EE7FE6B7EAD028679D"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
222,2.220000,0.001882,-0.005984,0.004879,-0.999968,8.018727,689.475037,140.836945
223,2.230000,0.001655,-0.006217,0.004727,-0.999968,8.008756,689.479187,140.853409
224,2.240000,0.001774,-0.006150,0.004952,-0.999967,8.012197,689.473206,140.845978
225,2.250000,0.001835,-0.005982,0.004791,-0.999969,8.004007,689.486206,140.813705
226,2.260000,0.001683,-0.005931,0.004849,-0.999969,8.018116,689.476746,140.822296
227,2.270000,0.001758,-0.005945,0.004933,-0.999969,8.006462,689.471802,140.843399
228,2.280000,0.001695,-0.006015,0.004928,-0.999968,8.012423,689.481445,140.836365
229,2.290000,0.001833,-0.006036,0.004929,-0.999968,7.999588,689.475220,140.848053
230,2.300000,0.001986,-0.006180,0.004860,-0.999967,7.989404,689.478088,140.812820
231,2.310000,0.001761,-0.006166,0.004758,-0.999968,8.012439,689.475464,140.842178
232,2.320000,0.001951,-0.006048,0.004882,-0.999968,8.002695,689.476196,140.841812
233,2.330000,0.001819,-0.006117,0.004898,-0.999968,8.006688,689.481140,140.848862
234,2.340000,0.001724,-0.006212,0.004636,-0.999969,8.009802,689.475342,140.856125
235,2.350000,0.001583,-0.006234,0.004743,-0.999968,8.016851,689.482605,140.853973
236,2.360000,0.002040,-0.006018,0.004729,-0.999969,7.998816,689.484619,140.798508
237,2.370000,0.001911,-0.005867,0.004948,-0.999969,8.011533,689.467041,140.821350
238,2.380000,0.002015,-0.006004,0.004732,-0.999969,8.004313,689.475952,140.814865
239,2.390000,0.001637,-0.006198,0.004925,-0.999967,8.010719,689.476074,140.852264
240,2.400000,0.001759,-0.006041,0.004770,-0.999969,8.020253,689.478882,140.864624
241,2.410000,0.001784,-0.006042,0.004796,-0.999969,8.015054,689.478394,140.833023
242,2.420000,0.001698,-0.006087,0.004759,-0.999969,7.995733,689.487793,140.809158
243,2.430000,0.002067,-0.005882,0.004766,-0.999969,8.003354,689.476563,140.792114
244,2.440000,0.001890,-0.006008,0.004652,-0.999969,7.995646,689.496765,140.808426
245,2.450000,0.001567,-0.005917,0.004889,-0.999969,8.010514,689.481323,140.839615
246,2.460000,0.001630,-0.006058,0.004795,-0.999969,8.017242,689.475952,140.843552
247,2.470000,0.001651,-0.006088,0.004838,-0.999968,8.010736,689.485840,140.846848
248,2.480000,0.001689,-0.006148,0.004778,-0.999968,8.005050,689.474060,140.840317
249,2.490000,0.001736,-0.006345,0.004629,-0.999968,7.981240,689.497437,140.815399
250,2.500000,0.001777,-0.005904,0.004840,-0.999969,8.011528,689.482239,140.833405
251,2.510000,0.001830,-0.006075,0.004798,-0.999968,8.009650,689.471375,140.861465
252,2.520000,0.001752,-0.005806,0.004821,-0.999970,8.011259,689.484741,140.832214
253,2.530000,0.001880,-0.005972,0.004694,-0.999969,7.995336,689.487915,140.783615
254,2.540000,0.001849,-0.006132,0.004742,-0.999968,8.001191,689.478821,140.829163
255,2.550000,0.001801,-0.006096,0.004911,-0.999968,8.009831,689.480713,140.852859
256,2.560000,0.001919,-0.006068,0.004848,-0.999968,7.994063,689.482056,140.799927
257,2.570000,0.001945,-0.006028,0.004691,-0.999969,7.998716,689.487854,140.805511
258,2.580000,0.001989,-0.006134,0.004790,-0.999968,7.994477,689.482056,140.797028
259,2.590000,0.001732,-0.006129,0.004885,-0.999968,8.011600,689.482300,140.846649
260,2.600000,0.002123,-0.005816,0.004734,-0.999970,8.007154,689.484863,140.789200
261,2.610000,0.002042,-0.005936,0.004824,-0.999969,7.997829,689.484924,140.792007
262,2.620000,0.002129,-0.005794,0.004903,-0.999969,7.996445,689.488159,140.778458
263,2.630000,0.001917,-0.006228,0.004845,-0.999967,8.002485,689.479004,140.840958
264,2.640000,0.001818,-0.006035,0.004835,-0.999968,8.007288,689.483887,140.804214
265,2.650000,0.001743,-0.006255,0.004728,-0.999968,7.991019,689.484436,140.847336
266,2.660000,0.002013,-0.006221,0.004698,-0.999968,7.978730,689.492676,140.788818
267,2.670000,0.001838,-0.005738,0.004820,-0.999970,8.014488,689.497253,140.845551
268,2.680000,0.001763,-0.006020,0.004768,-0.999969,8.015408,689.483032,140.837967
269,2.690000,0.001792,-0.006028,0.004847,-0.999969,8.014165,689.474976,140.828430
270,2.700000,0.001782,-0.005944,0.004838,-0.999969,8.012787,689.476196,140.823196
271,2.710000,0.001986,-0.006078,0.004735,-0.999968,7.995198,689.495483,140.808228
272,2.720000,0.001843,-0.006035,0.004900,-0.999968,8.013834,689.479797,140.840897
273,2.730000,0.001707,-0.005993,0.004953,-0.999968,8.008879,689.482727,140.850601
274,2.740000,0.001792,-0.006108,0.004957,-0.999967,8.009906,689.478699,140.838989
275,2.750000,0.001711,-0.006101,0.004835,-0.999968,7.999001,689.487305,140.841583
276,2.760000,0.001804,-0.006177,0.004827,-0.999968,8.006053,689.486938,140.849792
277,2.770000,0.001646,-0.006426,0.004790,-0.999967,7.992840,689.502441,140.849365
278,2.780000,0.001868,-0.006047,0.004677,-0.999969,7.995566,689.498352,140.800919
279,2.790000,0.001669,-0.006221,0.004829,-0.999968,8.006513,689.481995,140.846359
280,2.800000,0.001821,-0.006070,0.004819,-0.999968,8.015292,689.487488,140.842651
281,2.810000,0.001750,-0.005887,0.004842,-0.999969,8.008360,689.485168,140.830750
282,2.820000,0.001855,-0.005940,0.005007,-0.999968,8.010400,689.484192,140.835693
283,2.830000,0.001766,-0.005960,0.004886,-0.999969,8.006617,689.478210,140.839813
