Format Version,1.23,Take Name,Take 2023-12-12 11.00.19 AM,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-12-12 11.00.19.349 ,Total Frames in Take,1430,Total Exported Frames,1430,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,mano,mano,mano,mano,mano,mano,mano,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","7D898DEB935011EE83E6B7EAD028669D","21EC515A98D511EE83E6B7EAD028669D","21EC515A98D511EE83E6B7EAD028669D","21EC515A98D511EE83E6B7EAD028669D","21EC515A98D511EE83E6B7EAD028669D","21EC515A98D511EE83E6B7EAD028669D","21EC515A98D511EE83E6B7EAD028669D","21EC515A98D511EE83E6B7EAD028669D"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
549,5.490000,,,,,,,,0.017962,-0.085435,-0.108794,-0.990223,1.794818,-0.485907,-1.093325
550,5.500000,,,,,,,,0.019473,-0.084779,-0.107762,-0.990364,1.794546,-0.486336,-1.091584
551,5.510000,,,,,,,,0.020713,-0.091734,-0.090870,-0.991412,1.793264,-0.486306,-1.089100
552,5.520000,,,,,,,,0.025139,-0.071706,-0.097572,-0.992324,1.794145,-0.487516,-1.087347
553,5.530000,,,,,,,,0.025505,-0.074300,-0.099863,-0.991895,1.793653,-0.487783,-1.085770
554,5.540000,,,,,,,,0.025189,-0.075741,-0.100594,-0.991721,1.793206,-0.488063,-1.084061
555,5.550000,,,,,,,,0.026958,-0.072817,-0.100957,-0.991856,1.792815,-0.488507,-1.082336
556,5.560000,,,,,,,,0.028106,-0.074387,-0.101693,-0.991633,1.792464,-0.488959,-1.080455
557,5.570000,,,,,,,,0.033880,-0.071283,-0.104762,-0.991361,1.791901,-0.489026,-1.078812
558,5.580000,,,,,,,,0.029858,-0.071085,-0.101396,-0.991854,1.791824,-0.489787,-1.076719
559,5.590000,,,,,,,,0.028846,-0.075307,-0.100093,-0.991705,1.791075,-0.490014,-1.074868
560,5.600000,,,,,,,,0.027821,-0.078087,-0.103981,-0.991119,1.790420,-0.490293,-1.073377
561,5.610000,,,,,,,,0.032218,-0.072567,-0.099600,-0.991855,1.790339,-0.490784,-1.071316
562,5.620000,,,,,,,,0.031261,-0.073746,-0.098812,-0.991877,1.790041,-0.491186,-1.069288
563,5.630000,,,,,,,,0.030678,-0.075493,-0.100778,-0.991566,1.789487,-0.491559,-1.067472
564,5.640000,,,,,,,,0.032796,-0.075109,-0.099541,-0.991653,1.789172,-0.491960,-1.065450
565,5.650000,,,,,,,,0.040800,-0.070077,-0.098265,-0.991851,1.788580,-0.492040,-1.063613
566,5.660000,,,,,,,,0.041793,-0.063599,-0.090467,-0.992988,1.788684,-0.492976,-1.061327
567,5.670000,,,,,,,,0.042465,-0.065298,-0.092341,-0.992676,1.788216,-0.493172,-1.059437
568,5.680000,,,,,,,,0.043474,-0.058678,-0.088826,-0.993366,1.788054,-0.493851,-1.057389
569,5.690000,,,,,,,,0.049775,-0.057555,-0.093610,-0.992697,1.787482,-0.493971,-1.055493
570,5.700000,,,,,,,,0.042815,-0.063156,-0.090966,-0.992927,1.787166,-0.494346,-1.053591
571,5.710000,,,,,,,,0.044957,-0.061570,-0.084784,-0.993479,1.786626,-0.494773,-1.051260
572,5.720000,,,,,,,,0.046414,-0.061676,-0.089083,-0.993029,1.786453,-0.495112,-1.049414
573,5.730000,,,,,,,,0.045700,-0.063060,-0.089909,-0.992901,1.786046,-0.495298,-1.047649
574,5.740000,,,,,,,,0.048951,-0.059416,-0.088721,-0.993077,1.785696,-0.495703,-1.045553
575,5.750000,,,,,,,,0.047138,-0.064932,-0.079260,-0.993620,1.784555,-0.495603,-1.043591
576,5.760000,,,,,,,,0.048472,-0.062985,-0.077465,-0.993822,1.784319,-0.495820,-1.041457
577,5.770000,,,,,,,,0.051583,-0.059417,-0.075356,-0.994048,1.783975,-0.496200,-1.039416
578,5.780000,,,,,,,,0.048677,-0.058952,-0.086737,-0.993293,1.783783,-0.496867,-1.037627
579,5.790000,,,,,,,,0.048629,-0.060346,-0.087415,-0.993153,1.783329,-0.497105,-1.035839
580,5.800000,,,,,,,,0.052496,-0.058913,-0.076979,-0.993905,1.782550,-0.497285,-1.033745
581,5.810000,,,,,,,,0.054309,-0.056854,-0.074568,-0.994112,1.782064,-0.497544,-1.031804
582,5.820000,,,,,,,,0.054134,-0.056952,-0.074198,-0.994143,1.781631,-0.497759,-1.029695
583,5.830000,,,,,,,,0.054525,-0.050887,-0.084446,-0.993633,1.781648,-0.498550,-1.027985
584,5.840000,,,,,,,,0.061917,-0.046123,-0.069309,-0.994603,1.781088,-0.498719,-1.025746
585,5.850000,,,,,,,,0.063652,-0.043935,-0.068802,-0.994628,1.780721,-0.499005,-1.023898
586,5.860000,,,,,,,,0.082957,0.019402,-0.057800,-0.994686,1.781828,-0.500919,-1.020317
587,5.870000,,,,,,,,,,,,,,
588,5.880000,,,,,,,,0.064587,-0.043777,-0.066489,-0.994732,1.779380,-0.499772,-1.018269
589,5.890000,,,,,,,,0.066073,-0.040710,-0.064310,-0.994908,1.778894,-0.500252,-1.016350
590,5.900000,,,,,,,,0.063410,-0.042747,-0.077148,-0.994083,1.778536,-0.500842,-1.014888
591,5.910000,,,,,,,,0.063981,-0.039880,-0.073835,-0.994417,1.778287,-0.501272,-1.013356
592,5.920000,,,,,,,,0.067675,-0.039730,-0.062837,-0.994934,1.777370,-0.501348,-1.011432
593,5.930000,,,,,,,,,,,,,,
594,5.940000,,,,,,,,,,,,,,
595,5.950000,,,,,,,,,,,,,,
596,5.960000,,,,,,,,,,,,,,
597,5.970000,,,,,,,,,,,,,,
598,5.980000,,,,,,,,,,,,,,
599,5.990000,,,,,,,,,,,,,,
600,6.000000,,,,,,,,,,,,,,
601,6.010000,,,,,,,,,,,,,,
602,6.020000,,,,,,,,0.071550,0.018655,-0.060628,-0.995418,1.773062,-0.504607,-0.993098
603,6.030000,,,,,,,,,,,,,,
604,6.040000,0.440535,0.579759,0.149451,-0.668934,1.773305,-0.505376,-0.991268,,,,,,,
605,6.050000,,,,,,,,0.099292,-0.001063,-0.045299,-0.994026,1.772770,-0.503880,-0.989393
606,6.060000,,,,,,,,,,,,,,
607,6.070000,,,,,,,,,,,,,,
608,6.080000,,,,,,,,,,,,,,
609,6.090000,,,,,,,,0.086647,0.003511,-0.043611,-0.995278,1.770889,-0.505861,-0.983494
610,6.100000,,,,,,,,0.095879,-0.001690,-0.042058,-0.994503,1.771037,-0.505601,-0.982576
611,6.110000,,,,,,,,,,,,,,
612,6.120000,,,,,,,,,,,,,,
613,6.130000,,,,,,,,,,,,,,
614,6.140000,,,,,,,,,,,,,,
615,6.150000,,,,,,,,,,,,,,
616,6.160000,,,,,,,,,,,,,,
617,6.170000,,,,,,,,,,,,,,
618,6.180000,,,,,,,,,,,,,,
619,6.190000,,,,,,,,,,,,,,
620,6.200000,,,,,,,,,,,,,,
621,6.210000,,,,,,,,,,,,,,
622,6.220000,,,,,,,,,,,,,,
623,6.230000,,,,,,,,,,,,,,
624,6.240000,,,,,,,,,,,,,,
625,6.250000,,,,,,,,,,,,,,
626,6.260000,,,,,,,,0.120444,0.010431,-0.023432,-0.992389,1.765905,-0.509140,-0.962940
627,6.270000,,,,,,,,,,,,,,
628,6.280000,,,,,,,,,,,,,,
629,6.290000,,,,,,,,,,,,,,
630,6.300000,,,,,,,,,,,,,,
631,6.310000,,,,,,,,,,,,,,
632,6.320000,,,,,,,,,,,,,,
633,6.330000,,,,,,,,,,,,,,
634,6.340000,,,,,,,,0.113817,0.012777,-0.031986,-0.992905,1.762454,-0.509754,-0.955899
635,6.350000,,,,,,,,,,,,,,
636,6.360000,,,,,,,,,,,,,,
637,6.370000,,,,,,,,,,,,,,
638,6.380000,,,,,,,,0.102925,-0.013111,-0.040391,-0.993782,1.761416,-0.509280,-0.954679
639,6.390000,,,,,,,,0.102413,-0.013252,-0.040587,-0.993825,1.761242,-0.509342,-0.954556
640,6.400000,,,,,,,,,,,,,,
641,6.410000,,,,,,,,,,,,,,
642,6.420000,,,,,,,,,,,,,,
643,6.430000,,,,,,,,,,,,,,
644,6.440000,,,,,,,,,,,,,,
645,6.450000,,,,,,,,,,,,,,
646,6.460000,,,,,,,,,,,,,,
647,6.470000,,,,,,,,,,,,,,
648,6.480000,,,,,,,,,,,,,,
649,6.490000,,,,,,,,,,,,,,
650,6.500000,,,,,,,,,,,,,,
651,6.510000,,,,,,,,,,,,,,
652,6.520000,,,,,,,,,,,,,,
653,6.530000,,,,,,,,-0.763523,-0.633723,-0.072262,-0.101030,1.760318,-0.511147,-0.952290
654,6.540000,,,,,,,,-0.763387,-0.633655,-0.072802,-0.102089,1.760233,-0.511023,-0.952397
655,6.550000,,,,,,,,-0.763383,-0.633646,-0.073585,-0.101610,1.760184,-0.510876,-0.952583
656,6.560000,,,,,,,,-0.764513,-0.633215,-0.067770,-0.099833,1.760400,-0.510621,-0.953163
657,6.570000,,,,,,,,-0.764694,-0.632870,-0.067397,-0.100881,1.760348,-0.510453,-0.953289
658,6.580000,,,,,,,,-0.764585,-0.633003,-0.067906,-0.100526,1.760159,-0.510329,-0.953415
659,6.590000,,,,,,,,-0.765365,-0.632066,-0.067301,-0.100896,1.760100,-0.510128,-0.953503
660,6.600000,,,,,,,,-0.765316,-0.632140,-0.067490,-0.100676,1.759988,-0.509966,-0.953626
661,6.610000,,,,,,,,-0.765134,-0.632059,-0.063904,-0.104825,1.760013,-0.509649,-0.953835
662,6.620000,,,,,,,,-0.765352,-0.631696,-0.064749,-0.104899,1.759905,-0.509507,-0.953918
663,6.630000,,,,,,,,-0.765899,-0.631036,-0.068869,-0.102219,1.759696,-0.509450,-0.953915
664,6.640000,,,,,,,,-0.766032,-0.630879,-0.065296,-0.104507,1.759676,-0.509117,-0.954146
665,6.650000,,,,,,,,-0.766326,-0.630362,-0.065255,-0.105501,1.759574,-0.508936,-0.954230
666,6.660000,,,,,,,,-0.763934,-0.634430,-0.069479,-0.095267,1.758888,-0.508464,-0.954116
667,6.670000,,,,,,,,-0.764554,-0.632384,-0.070125,-0.103106,1.759107,-0.508301,-0.954166
668,6.680000,,,,,,,,0.121062,0.015254,-0.024229,-0.992232,1.760347,-0.506076,-0.953832
669,6.690000,,,,,,,,0.120669,0.014874,-0.023625,-0.992300,1.760179,-0.505735,-0.953927
670,6.700000,,,,,,,,0.120970,0.015648,-0.023443,-0.992256,1.760005,-0.505479,-0.953961
671,6.710000,,,,,,,,0.121999,0.012348,-0.022898,-0.992189,1.759297,-0.505897,-0.954654
672,6.720000,,,,,,,,0.126703,0.011937,-0.022573,-0.991612,1.758648,-0.506018,-0.954990
673,6.730000,,,,,,,,,,,,,,
674,6.740000,,,,,,,,,,,,,,
675,6.750000,,,,,,,,,,,,,,
676,6.760000,,,,,,,,,,,,,,
677,6.770000,,,,,,,,0.126492,0.006126,-0.018156,-0.991783,1.757227,-0.504377,-0.955329
678,6.780000,,,,,,,,,,,,,,
679,6.790000,,,,,,,,0.095707,-0.025122,-0.041402,-0.994231,1.755069,-0.501847,-0.955579
680,6.800000,,,,,,,,0.097199,-0.023969,-0.042774,-0.994056,1.754758,-0.501206,-0.955410
681,6.810000,,,,,,,,0.140473,0.036937,-0.043433,-0.988441,1.755930,-0.499630,-0.955071
682,6.820000,,,,,,,,,,,,,,
683,6.830000,,,,,,,,,,,,,,
684,6.840000,,,,,,,,0.761508,0.636662,0.065896,0.102103,1.754673,-0.499636,-0.954486
685,6.850000,,,,,,,,,,,,,,
686,6.860000,,,,,,,,,,,,,,
687,6.870000,,,,,,,,0.757882,0.640547,0.067265,0.103869,1.753075,-0.496905,-0.953998
688,6.880000,,,,,,,,0.758350,0.639713,0.070570,0.103399,1.752414,-0.496376,-0.953782
689,6.890000,,,,,,,,-0.112361,-0.016458,0.036257,0.992869,1.753483,-0.492757,-0.952577
690,6.900000,,,,,,,,,,,,,,
691,6.910000,,,,,,,,-0.752889,-0.651589,-0.065777,-0.065296,1.749272,-0.493175,-0.953912
692,6.920000,,,,,,,,-0.758213,-0.641989,-0.058965,-0.097399,1.750355,-0.492774,-0.954244
693,6.930000,,,,,,,,,,,,,,
694,6.940000,,,,,,,,,,,,,,
695,6.950000,,,,,,,,-0.757765,-0.641852,-0.055909,-0.103401,1.748188,-0.489956,-0.954290
696,6.960000,,,,,,,,0.120222,0.011466,-0.033429,-0.992118,1.748853,-0.487385,-0.953112
697,6.970000,,,,,,,,-0.755196,-0.644112,-0.063672,-0.103657,1.745986,-0.488413,-0.954005
698,6.980000,,,,,,,,-0.755814,-0.644194,-0.059817,-0.100904,1.745181,-0.487321,-0.954172
699,6.990000,,,,,,,,,,,,,,
700,7.000000,,,,,,,,,,,,,,
701,7.010000,,,,,,,,,,,,,,
702,7.020000,,,,,,,,-0.755822,-0.644902,-0.055774,-0.098614,1.742335,-0.482504,-0.954622
703,7.030000,,,,,,,,0.116063,0.009829,-0.043671,-0.992233,1.741975,-0.479303,-0.953018
704,7.040000,,,,,,,,0.137146,-0.004200,-0.032445,-0.990010,1.739828,-0.480802,-0.955175
705,7.050000,,,,,,,,,,,,,,
706,7.060000,,,,,,,,0.137978,-0.009213,-0.031531,-0.989890,1.737440,-0.478865,-0.955556
707,7.070000,,,,,,,,0.133781,0.015425,-0.037132,-0.990195,1.737848,-0.475241,-0.954092
708,7.080000,,,,,,,,0.118212,0.022597,-0.028905,-0.992310,1.736048,-0.475707,-0.956023
709,7.090000,,,,,,,,0.115619,0.018862,-0.036377,-0.992448,1.734070,-0.474293,-0.956052
710,7.100000,,,,,,,,0.120091,0.012946,-0.047338,-0.991549,1.733217,-0.473272,-0.956516
711,7.110000,,,,,,,,0.117069,0.015279,-0.048441,-0.991824,1.732688,-0.470922,-0.955470
712,7.120000,,,,,,,,-0.754989,-0.645729,-0.056597,-0.099105,1.729722,-0.470754,-0.955626
713,7.130000,,,,,,,,-0.753877,-0.646740,-0.062433,-0.097461,1.728328,-0.469633,-0.955461
714,7.140000,,,,,,,,-0.753368,-0.647372,-0.051584,-0.103366,1.727082,-0.467763,-0.956225
715,7.150000,,,,,,,,,,,,,,
716,7.160000,,,,,,,,0.138936,-0.009173,-0.035600,-0.989619,1.723922,-0.465349,-0.957216
717,7.170000,,,,,,,,0.138143,-0.003352,-0.032521,-0.989873,1.722714,-0.463844,-0.957108
718,7.180000,,,,,,,,0.134322,-0.010321,-0.034187,-0.990294,1.720993,-0.462179,-0.957485
719,7.190000,,,,,,,,0.118128,-0.003146,-0.044663,-0.991988,1.719736,-0.459907,-0.957942
720,7.200000,,,,,,,,0.112673,0.006917,-0.047473,-0.992473,1.718385,-0.458350,-0.957935
721,7.210000,,,,,,,,0.125031,-0.009529,-0.035685,-0.991465,1.716300,-0.456938,-0.957918
722,7.220000,,,,,,,,0.126960,-0.007998,-0.031623,-0.991371,1.714848,-0.455340,-0.958134
723,7.230000,,,,,,,,0.115990,0.004264,-0.043556,-0.992286,1.713044,-0.452596,-0.958047
724,7.240000,,,,,,,,,,,,,,
725,7.250000,,,,,,,,0.126038,-0.012065,-0.036154,-0.991293,1.709183,-0.449582,-0.959011
726,7.260000,,,,,,,,0.126058,-0.003957,-0.036197,-0.991354,1.707726,-0.447380,-0.959116
727,7.270000,,,,,,,,,,,,,,
728,7.280000,,,,,,,,0.123130,-0.014030,-0.037769,-0.991572,1.703527,-0.443807,-0.960023
729,7.290000,,,,,,,,0.122552,-0.015106,-0.039895,-0.991545,1.701616,-0.441961,-0.960546
730,7.300000,,,,,,,,0.123322,-0.012818,-0.039303,-0.991505,1.699822,-0.440173,-0.960782
731,7.310000,,,,,,,,,,,,,,
732,7.320000,,,,,,,,0.117655,-0.006562,-0.039296,-0.992255,1.695768,-0.436404,-0.961234
733,7.330000,,,,,,,,0.128804,-0.018938,-0.034647,-0.990884,1.693513,-0.434553,-0.961498
734,7.340000,,,,,,,,,,,,,,
735,7.350000,,,,,,,,0.129511,-0.021842,-0.036257,-0.990674,1.689197,-0.430638,-0.961536
736,7.360000,,,,,,,,0.125043,-0.019783,-0.038355,-0.991212,1.687469,-0.428212,-0.962033
737,7.370000,,,,,,,,0.126406,-0.006590,-0.039290,-0.991178,1.685766,-0.425876,-0.961472
738,7.380000,,,,,,,,0.112319,-0.017023,-0.050409,-0.992247,1.682562,-0.423313,-0.960789
739,7.390000,,,,,,,,0.127253,-0.007355,-0.038703,-0.991088,1.681404,-0.421679,-0.961770
740,7.400000,,,,,,,,0.123232,-0.007982,-0.046333,-0.991264,1.679765,-0.419270,-0.961899
741,7.410000,,,,,,,,0.118977,-0.016262,-0.051667,-0.991418,1.677372,-0.417060,-0.962352
742,7.420000,,,,,,,,0.125589,-0.009791,-0.045976,-0.990968,1.675370,-0.415152,-0.962247
743,7.430000,,,,,,,,0.126900,-0.005781,-0.046371,-0.990814,1.673445,-0.413145,-0.962503
744,7.440000,,,,,,,,0.124718,0.007032,-0.048601,-0.990976,1.672207,-0.410864,-0.962061
745,7.450000,,,,,,,,0.115703,-0.011701,-0.052265,-0.991839,1.669639,-0.408582,-0.962810
746,7.460000,,,,,,,,0.119044,-0.008947,-0.053535,-0.991404,1.667879,-0.406829,-0.963240
747,7.470000,,,,,,,,0.124085,-0.000283,-0.049953,-0.991013,1.665669,-0.404894,-0.963024
748,7.480000,,,,,,,,0.116160,-0.005295,-0.055774,-0.991649,1.663316,-0.402574,-0.963131
749,7.490000,,,,,,,,0.122047,-0.004503,-0.051153,-0.991195,1.661555,-0.400925,-0.963266
750,7.500000,,,,,,,,0.117559,-0.015305,-0.039584,-0.992159,1.659461,-0.399001,-0.963754
751,7.510000,,,,,,,,0.116280,-0.009533,-0.047862,-0.992017,1.656977,-0.395998,-0.963033
752,7.520000,,,,,,,,0.116297,-0.001831,-0.031486,-0.992714,1.654588,-0.393757,-0.963737
753,7.530000,,,,,,,,0.118128,-0.003101,-0.036413,-0.992326,1.652924,-0.392242,-0.963746
754,7.540000,0.455763,0.575814,0.154447,-0.660957,1.650491,-0.389201,-0.963228,,,,,,,
755,7.550000,,,,,,,,0.127010,-0.029131,-0.039054,-0.990704,1.648305,-0.389471,-0.963956
756,7.560000,,,,,,,,0.118861,-0.027622,-0.042522,-0.991615,1.646766,-0.387120,-0.964492
757,7.570000,,,,,,,,0.114521,-0.014760,-0.050819,-0.992010,1.645238,-0.385796,-0.964985
758,7.580000,,,,,,,,0.116004,-0.020356,-0.052468,-0.991653,1.642610,-0.383750,-0.964683
759,7.590000,,,,,,,,0.120348,-0.017478,-0.048938,-0.991371,1.640693,-0.382112,-0.964782
760,7.600000,,,,,,,,0.122511,-0.004453,-0.058314,-0.990743,1.638675,-0.379941,-0.964647
761,7.610000,,,,,,,,0.110061,-0.013896,-0.067996,-0.991499,1.636277,-0.377259,-0.964891
762,7.620000,,,,,,,,0.111180,-0.015479,-0.060027,-0.991865,1.634604,-0.376200,-0.965280
763,7.630000,,,,,,,,0.112817,-0.012458,-0.056811,-0.991912,1.632740,-0.374456,-0.965598
764,7.640000,,,,,,,,0.122104,-0.003228,-0.057745,-0.990831,1.630771,-0.372197,-0.965023
765,7.650000,,,,,,,,0.113118,-0.009771,-0.059595,-0.991745,1.628715,-0.370735,-0.965218
766,7.660000,,,,,,,,0.114602,-0.013394,-0.058386,-0.991604,1.626932,-0.369034,-0.965703
767,7.670000,,,,,,,,0.109407,-0.015297,-0.062161,-0.991934,1.624983,-0.367114,-0.965858
768,7.680000,,,,,,,,,,,,,,
769,7.690000,,,,,,,,0.110655,-0.015703,-0.063098,-0.991730,1.621198,-0.363459,-0.966164
770,7.700000,,,,,,,,0.114209,-0.013035,-0.060009,-0.991557,1.619437,-0.361948,-0.966245
771,7.710000,,,,,,,,0.118762,-0.012630,-0.056735,-0.991220,1.617706,-0.360664,-0.966566
772,7.720000,,,,,,,,0.105645,-0.012585,-0.068729,-0.991946,1.615327,-0.358407,-0.966187
773,7.730000,,,,,,,,0.108296,-0.013063,-0.068267,-0.991686,1.613631,-0.356986,-0.966478
774,7.740000,,,,,,,,0.112208,-0.016891,-0.065972,-0.991349,1.611906,-0.355646,-0.967098
775,7.750000,,,,,,,,0.113509,-0.013901,-0.063738,-0.991393,1.610158,-0.354340,-0.967094
776,7.760000,,,,,,,,0.109133,-0.007879,-0.073717,-0.991259,1.607800,-0.352071,-0.966483
777,7.770000,,,,,,,,0.108765,-0.013196,-0.069020,-0.991581,1.606159,-0.351534,-0.967168
778,7.780000,,,,,,,,0.107359,-0.008228,-0.065876,-0.992001,1.604353,-0.350432,-0.967323
779,7.790000,,,,,,,,0.110514,-0.007442,-0.063650,-0.991807,1.602649,-0.349359,-0.967405
780,7.800000,,,,,,,,0.103185,-0.014177,-0.073616,-0.991833,1.600332,-0.347483,-0.967385
781,7.810000,,,,,,,,0.108323,-0.006722,-0.067555,-0.991795,1.598436,-0.347139,-0.967259
782,7.820000,,,,,,,,0.108663,-0.010317,-0.066272,-0.991814,1.596710,-0.345981,-0.967504
783,7.830000,,,,,,,,0.113520,-0.003211,-0.062290,-0.991576,1.594807,-0.345368,-0.967459
784,7.840000,,,,,,,,0.103026,-0.016794,-0.073346,-0.991829,1.592542,-0.343302,-0.967809
785,7.850000,,,,,,,,0.103672,-0.014836,-0.069573,-0.992064,1.590761,-0.342415,-0.967862
786,7.860000,,,,,,,,0.101868,-0.010201,-0.066444,-0.992524,1.589050,-0.341592,-0.968079
787,7.870000,,,,,,,,0.101687,-0.009434,-0.064721,-0.992664,1.587384,-0.340893,-0.968082
788,7.880000,,,,,,,,0.096951,-0.019035,-0.067154,-0.992839,1.585390,-0.339789,-0.968344
789,7.890000,,,,,,,,0.100728,-0.013942,-0.068402,-0.992462,1.583646,-0.338705,-0.968145
790,7.900000,,,,,,,,0.103727,-0.014073,-0.066003,-0.992314,1.581819,-0.338251,-0.968382
791,7.910000,,,,,,,,0.105804,-0.013531,-0.064276,-0.992215,1.580083,-0.337728,-0.968615
792,7.920000,,,,,,,,0.106617,-0.012878,-0.064276,-0.992137,1.578460,-0.337243,-0.968862
793,7.930000,,,,,,,,0.099917,-0.025981,-0.064665,-0.992552,1.576124,-0.336542,-0.969429
794,7.940000,,,,,,,,0.103620,-0.018174,-0.066769,-0.992207,1.574616,-0.335970,-0.969270
795,7.950000,,,,,,,,0.090965,-0.002546,-0.071050,-0.993313,1.572939,-0.336032,-0.969323
796,7.960000,,,,,,,,0.100533,-0.015290,-0.065461,-0.992660,1.571348,-0.335608,-0.969573
797,7.970000,,,,,,,,0.101120,-0.014009,-0.061136,-0.992895,1.569751,-0.335640,-0.970169
798,7.980000,,,,,,,,,,,,,,
799,7.990000,,,,,,,,,,,,,,
800,8.000000,,,,,,,,,,,,,,
801,8.010000,,,,,,,,0.116808,-0.023927,-0.048192,-0.991696,1.562801,-0.335580,-0.970547
802,8.020000,,,,,,,,0.117957,-0.022535,-0.044968,-0.991744,1.561523,-0.336011,-0.970518
803,8.030000,,,,,,,,0.116543,-0.023446,-0.044132,-0.991928,1.560308,-0.336297,-0.970863
804,8.040000,,,,,,,,0.115935,-0.025703,-0.044117,-0.991944,1.558972,-0.336720,-0.971249
805,8.050000,,,,,,,,0.114862,-0.023429,-0.044154,-0.992123,1.557831,-0.337105,-0.971419
806,8.060000,,,,,,,,0.106993,-0.031317,-0.047177,-0.992646,1.556495,-0.337306,-0.971824
807,8.070000,,,,,,,,0.105125,-0.033629,-0.046816,-0.992787,1.555381,-0.337710,-0.972088
808,8.080000,,,,,,,,,,,,,,
809,8.090000,,,,,,,,0.090813,-0.016340,-0.056835,-0.994111,1.554277,-0.339081,-0.972962
810,8.100000,,,,,,,,0.111582,-0.021109,-0.038166,-0.992798,1.552993,-0.338891,-0.971998
811,8.110000,,,,,,,,0.111877,-0.021556,-0.036861,-0.992804,1.552384,-0.339206,-0.972192
812,8.120000,,,,,,,,0.111523,-0.021274,-0.035930,-0.992884,1.551939,-0.339433,-0.972302
813,8.130000,,,,,,,,0.112299,-0.020808,-0.031223,-0.992966,1.551448,-0.339527,-0.972328
814,8.140000,,,,,,,,0.111585,-0.020963,-0.031291,-0.993041,1.551116,-0.339667,-0.972445
815,8.150000,,,,,,,,0.112049,-0.020436,-0.030946,-0.993011,1.550854,-0.339794,-0.972515
816,8.160000,,,,,,,,0.113877,-0.018145,-0.029160,-0.992901,1.550701,-0.339986,-0.972588
817,8.170000,,,,,,,,0.113893,-0.017819,-0.028893,-0.992913,1.550589,-0.339945,-0.972661
818,8.180000,,,,,,,,0.115219,-0.017061,-0.027976,-0.992800,1.550495,-0.339951,-0.972718
819,8.190000,,,,,,,,0.110608,-0.018541,-0.033316,-0.993132,1.550572,-0.339746,-0.972879
820,8.200000,,,,,,,,0.110286,-0.018635,-0.033496,-0.993161,1.550587,-0.339556,-0.973019
821,8.210000,,,,,,,,0.110234,-0.018291,-0.033364,-0.993177,1.550612,-0.339380,-0.973067
822,8.220000,,,,,,,,0.110660,-0.017426,-0.033408,-0.993144,1.550700,-0.339191,-0.973093
823,8.230000,,,,,,,,0.111948,-0.015817,-0.033088,-0.993037,1.550890,-0.338971,-0.973099
824,8.240000,,,,,,,,0.112005,-0.016539,-0.033694,-0.992999,1.551038,-0.338700,-0.973137
825,8.250000,,,,,,,,0.112447,-0.016271,-0.034481,-0.992926,1.551231,-0.338413,-0.973133
826,8.260000,,,,,,,,0.112596,-0.016301,-0.035460,-0.992874,1.551501,-0.338090,-0.973172
827,8.270000,,,,,,,,0.107434,-0.019341,-0.040012,-0.993218,1.551812,-0.337353,-0.973358
828,8.280000,,,,,,,,0.110935,-0.018575,-0.037774,-0.992936,1.552211,-0.337254,-0.973063
829,8.290000,,,,,,,,0.111900,-0.019219,-0.037815,-0.992814,1.552607,-0.337009,-0.973151
830,8.300000,,,,,,,,0.095013,-0.003236,-0.054020,-0.994004,1.553722,-0.336933,-0.973987
831,8.310000,,,,,,,,0.108049,-0.016465,-0.039839,-0.993211,1.553868,-0.336086,-0.973113
832,8.320000,,,,,,,,0.117231,-0.003835,-0.048306,-0.991922,1.554693,-0.334274,-0.972565
833,8.330000,,,,,,,,,,,,,,
834,8.340000,,,,,,,,0.107159,-0.021130,-0.040299,-0.993200,1.556435,-0.335140,-0.972853
835,8.350000,,,,,,,,0.115223,-0.009992,-0.037243,-0.992591,1.557802,-0.334757,-0.972360
836,8.360000,,,,,,,,0.105567,-0.016983,-0.042946,-0.993339,1.558488,-0.333812,-0.972355
837,8.370000,,,,,,,,0.121910,-0.009684,-0.036195,-0.991834,1.559840,-0.334044,-0.971689
838,8.380000,,,,,,,,0.108359,-0.013382,-0.043913,-0.993051,1.561326,-0.332402,-0.971626
839,8.390000,,,,,,,,0.113245,-0.016972,-0.039495,-0.992637,1.562413,-0.331599,-0.971427
840,8.400000,,,,,,,,0.116967,-0.014455,-0.044573,-0.992030,1.564237,-0.331036,-0.970562
841,8.410000,,,,,,,,,,,,,,
842,8.420000,,,,,,,,,,,,,,
843,8.430000,,,,,,,,,,,,,,
844,8.440000,,,,,,,,,,,,,,
845,8.450000,,,,,,,,,,,,,,
